date,sleep_h,active_cal,exercise_h,stand_h,basal_cal,flights,max_hr,min_o2,activity_mets,avg_rr,avg_resting_hr,steps,daylight_h
2021-05-09,,,,,,7.0,,,,,,2003.0,
2021-05-10,,,,,,9.0,,,,,,3678.0,
2021-05-11,,,,,,6.0,,,,,,8443.0,
2021-05-12,,,,,,6.0,,,,,,4695.0,
2021-05-13,,,,,,3.0,,,,,,3773.0,
2021-05-14,,,,,,4.0,,,,,,4408.0,
2021-05-15,,,,,,7.0,,,,,,5200.0,
2021-05-16,,,,,,9.0,,,,,,3613.0,
2021-05-17,7.463333333333333,,,,,4.0,,,,,,2594.0,
2021-05-18,1.173888888888889,,,,,7.0,,,,,,2912.0,
2021-05-19,1.9533333333333334,,,,,7.0,,,,,,3129.0,
2021-05-20,6.202222222222222,,,,,8.0,,,,,,7662.0,
2021-05-21,13.983333333333333,,,,,5.0,,,,,,4772.0,
2021-05-22,,,,,,24.0,,,,,,16206.0,
2021-05-23,,,,,,12.0,,,,,,8775.0,
2021-05-24,16.24888888888889,,,,,5.0,,,,,,7062.0,
2021-05-25,11.152777777777779,,,,,4.0,,,,,,10114.0,
2021-05-26,7.661111111111111,,,,,13.0,,,,,,5093.0,
2021-05-27,5.884166666666666,,,,,8.0,,,,,,3070.0,
2021-05-28,7.913611111111111,,,,,8.0,,,,,,4044.0,
2021-05-29,,,,,,11.0,,,,,,13079.0,
2021-05-30,,,,,,16.0,,,,,,16610.0,
2021-05-31,,,,,,3.0,,,,,,729.0,
2021-06-01,17.092222222222222,,,,,4.0,,,,,,2933.0,
2021-06-02,9.036666666666667,,,,,4.0,,,,,,2168.0,
2021-06-03,7.595,,,,,8.0,,,,,,2260.0,
2021-06-04,6.441666666666666,,,,,10.0,,,,,,3831.0,
2021-06-05,,,,,,5.0,,,,,,4143.0,
2021-06-06,,,,,,7.0,,,,,,1270.0,
2021-06-07,7.7058333333333335,,,,,4.0,,,,,,9222.0,
2021-06-08,3.476111111111111,,,,,7.0,,,,,,6671.0,
2021-06-09,6.588888888888889,,,,,8.0,,,,,,10048.0,
2021-06-10,8.883888888888889,,,,,4.0,,,,,,3188.0,
2021-06-11,6.434444444444445,,,,,6.0,,,,,,2260.0,
2021-06-12,,,,,,23.0,,,,,,7235.0,
2021-06-13,,,,,,5.0,,,,,,1787.0,
2021-06-14,,,,,,2.0,,,,,,1689.0,
2021-06-15,13.567777777777778,,,,,2.0,,,,,,7767.0,
2021-06-16,,,,,,4.0,,,,,,9101.0,
2021-06-17,,,,,,5.0,,,,,,3652.0,
2021-06-18,,,,,,5.0,,,,,,3080.0,
2021-06-19,,,,,,4.0,,,,,,3274.0,
2021-06-20,,,,,,14.0,,,,,,4826.0,
2021-06-21,,,,,,2.0,,,,,,2209.0,
2021-06-22,,,,,,6.0,,,,,,2839.0,
2021-06-23,13.067222222222222,,,,,6.0,,,,,,5747.0,
2021-06-24,13.477222222222222,,,,,7.0,,,,,,8932.0,
2021-06-25,14.708333333333334,,,,,8.0,,,,,,2588.0,
2021-06-26,,,,,,5.0,,,,,,2251.0,
2021-06-27,,,,,,3.0,,,,,,788.0,
2021-06-28,,,,,,4.0,,,,,,7830.0,
2021-06-29,7.83,,,,,3.0,,,,,,7579.0,
2021-06-30,,,,,,5.0,,,,,,6297.0,
2021-07-01,,,,,,8.0,,,,,,7720.0,
2021-07-02,,,,,,9.0,,,,,,4328.0,
2021-07-03,,,,,,20.0,,,,,,9298.0,
2021-07-04,,,,,,10.0,,,,,,2159.0,
2021-07-05,,,,,,7.0,,,,,,2619.0,
2021-07-06,12.952777777777778,,,,,3.0,,,,,,2428.0,
2021-07-07,,,,,,3.0,,,,,,4220.0,
2021-07-08,,,,,,9.0,,,,,,2563.0,
2021-07-09,,,,,,14.0,,,,,,7329.0,
2021-07-10,,,,,,12.0,,,,,,4905.0,
2021-07-11,,,,,,5.0,,,,,,1620.0,
2021-07-12,,,,,,4.0,,,,,,1332.0,
2021-07-13,,,,,,3.0,,,,,,9915.0,
2021-07-14,,,,,,1.0,,,,,,4150.0,
2021-07-15,,,,,,1.0,,,,,,5771.0,
2021-07-16,,,,,,2.0,,,,,,8393.0,
2021-07-17,,,,,,2.0,,,,,,3549.0,
2021-07-18,,,,,,3.0,,,,,,509.0,
2021-07-19,0.03194444444444444,,,,,6.0,,,,,,3188.0,
2021-07-20,5.994722222222222,,,,,6.0,,,,,,2919.0,
2021-07-21,0.06444444444444444,,,,,16.0,,,,,,6666.0,
2021-07-22,,,,,,11.0,,,,,,9995.0,
2021-07-23,,,,,,5.0,,,,,,3515.0,
2021-07-24,,,,,,8.0,,,,,,6551.0,
2021-07-25,,,,,,7.0,,,,,,3917.0,
2021-07-26,,,,,,7.0,,,,,,5167.0,
2021-07-27,,,,,,7.0,,,,,,2233.0,
2021-07-28,,,,,,8.0,,,,,,4579.0,
2021-07-29,,,,,,3.0,,,,,,3365.0,
2021-07-30,,,,,,7.0,,,,,,3671.0,
2021-07-31,,,,,,9.0,,,,,,1935.0,
2021-08-01,,,,,,3.0,,,,,,1280.0,
2021-08-02,,,,,,14.0,,,,,,4747.0,
2021-08-03,,,,,,7.0,,,,,,4810.0,
2021-08-04,,,,,,1.0,,,,,,7753.0,
2021-08-05,,,,,,4.0,,,,,,8788.0,
2021-08-06,,,,,,6.0,,,,,,2791.0,
2021-08-07,,,,,,6.0,,,,,,2720.0,
2021-08-08,,,,,,2.0,,,,,,1556.0,
2021-08-09,,,,,,5.0,,,,,,4595.0,
2021-08-10,,,,,,4.0,,,,,,4479.0,
2021-08-11,,,,,,6.0,,,,,,2108.0,
2021-08-12,,,,,,4.0,,,,,,1328.0,
2021-08-13,,,,,,13.0,,,,,,5295.0,
2021-08-14,,,,,,15.0,,,,,,6160.0,
2021-08-15,,,,,,11.0,,,,,,10756.0,
2021-08-16,,,,,,3.0,,,,,,1800.0,
2021-08-17,,,,,,2.0,,,,,,2221.0,
2021-08-18,,,,,,5.0,,,,,,1649.0,
2021-08-19,,,,,,2.0,,,,,,1475.0,
2021-08-20,,,,,,11.0,,,,,,7279.0,
2021-08-21,,,,,,4.0,,,,,,1449.0,
2021-08-22,,,,,,4.0,,,,,,2758.0,
2021-08-23,7.5,,,,,3.0,,,,,,3107.0,
2021-08-24,5.122222222222222,,,,,3.0,,,,,,3444.0,
2021-08-25,7.769444444444445,,,,,2.0,,,,,,1885.0,
2021-08-26,6.649444444444445,,,,,6.0,,,,,,4230.0,
2021-08-27,5.411666666666667,,,,,7.0,,,,,,4549.0,
2021-08-28,,,,,,11.0,,,,,,7538.0,
2021-08-29,,,,,,7.0,,,,,,9236.0,
2021-08-30,6.726388888888889,,,,,20.0,,,,,,7748.0,
2021-08-31,6.335555555555556,,,,,2.0,,,,,,3022.0,
2021-09-01,4.0969444444444445,,,,,3.0,,,,,,605.0,
2021-09-02,6.803888888888889,,,,,2.0,,,,,,2612.0,
2021-09-03,7.427222222222222,,,,,21.0,,,,,,4451.0,
2021-09-04,,,,,,10.0,,,,,,8789.0,
2021-09-05,,,,,,2.0,,,,,,3323.0,
2021-09-06,2.4338888888888888,,,,,8.0,,,,,,4360.0,
2021-09-07,4.6175,,,,,4.0,,,,,,2694.0,
2021-09-08,6.831111111111111,,,,,4.0,,,,,,7395.0,
2021-09-09,7.2941666666666665,,,,,2.0,,,,,,11542.0,
2021-09-10,5.443611111111111,,,,,3.0,,,,,,4457.0,
2021-09-11,,,,,,13.0,,,,,,8507.0,
2021-09-12,7.612222222222222,,,,,3.0,,,,,,1688.0,
2021-09-13,8.628333333333334,,,,,8.0,,,,,,2440.0,
2021-09-14,4.913333333333333,,,,,6.0,,,,,,5515.0,
2021-09-15,5.8277777777777775,,,,,5.0,,,,,,13227.0,
2021-09-16,6.021944444444444,,,,,2.0,,,,,,5539.0,
2021-09-17,6.856111111111111,,,,,4.0,,,,,,2313.0,
2021-09-18,,,,,,5.0,,,,,,2059.0,
2021-09-19,,,,,,2.0,,,,,,752.0,
2021-09-20,6.6675,,,,,5.0,,,,,,1857.0,
2021-09-21,6.723611111111111,,,,,1.0,,,,,,1426.0,
2021-09-22,6.610555555555556,,,,,1.0,,,,,,2836.0,
2021-09-23,4.795833333333333,,,,,6.0,,,,,,3049.0,
2021-09-24,7.445833333333334,,,,,8.0,,,,,,4784.0,
2021-09-25,,,,,,6.0,,,,,,6342.0,
2021-09-26,,,,,,4.0,,,,,,2844.0,
2021-09-27,6.414444444444444,,,,,4.0,,,,,,2441.0,
2021-09-28,6.285277777777778,,,,,10.0,,,,,,6894.0,
2021-09-29,5.8438888888888885,,,,,5.0,,,,,,1349.0,
2021-09-30,7.0313888888888885,,,,,3.0,,,,,,5379.0,
2021-10-01,0.0575,,,,,3.0,,,,,,1890.0,
2021-10-02,,,,,,4.0,,,,,,3105.0,
2021-10-03,,,,,,6.0,,,,,,6061.0,
2021-10-04,8.695833333333333,,,,,7.0,,,,,,1530.0,
2021-10-05,3.4411111111111112,,,,,4.0,,,,,,2012.0,
2021-10-06,5.080555555555556,,,,,3.0,,,,,,4575.0,
2021-10-07,6.8469444444444445,,,,,6.0,,,,,,11959.0,
2021-10-08,6.474722222222222,,,,,3.0,,,,,,3473.0,
2021-10-09,,,,,,4.0,,,,,,1137.0,
2021-10-10,,,,,,10.0,,,,,,3077.0,
2021-10-11,8.0875,,,,,7.0,,,,,,1411.0,
2021-10-12,8.357222222222223,,,,,5.0,,,,,,2877.0,
2021-10-13,6.1775,,,,,8.0,,,,,,2656.0,
2021-10-14,0.021944444444444444,,,,,8.0,,,,,,4781.0,
2021-10-15,8.074444444444444,,,,,5.0,,,,,,5526.0,
2021-10-16,,,,,,28.0,,,,,,10654.0,
2021-10-17,,,,,,3.0,,,,,,1660.0,
2021-10-18,8.004444444444445,,,,,4.0,,,,,,2385.0,
2021-10-19,3.5894444444444447,,,,,7.0,,,,,,3126.0,
2021-10-20,6.4911111111111115,,,,,5.0,,,,,,6566.0,
2021-10-21,6.855277777777777,,,,,3.0,,,,,,8115.0,
2021-10-22,,,,,,4.0,,,,,,10283.0,
2021-10-23,,,,,,6.0,,,,,,3379.0,
2021-10-24,,,,,,6.0,,,,,,7836.0,
2021-10-25,7.956944444444445,,,,,2.0,,,,,,994.0,
2021-10-26,4.976111111111111,,,,,2.0,,,,,,2294.0,
2021-10-27,5.823333333333333,,,,,8.0,,,,,,4316.0,
2021-10-28,8.281944444444445,,,,,7.0,,,,,,4428.0,
2021-10-29,8.476944444444445,,,,,7.0,,,,,,3747.0,
2021-10-30,,,,,,6.0,,,,,,1005.0,
2021-10-31,,,,,,3.0,,,,,,4610.0,
2021-11-01,9.030833333333334,,,,,5.0,,,,,,3259.0,
2021-11-02,8.351944444444445,,,,,6.0,,,,,,1400.0,
2021-11-03,8.482777777777779,,,,,5.0,,,,,,1647.0,
2021-11-04,8.697777777777778,,,,,3.0,,,,,,1781.0,
2021-11-05,7.030833333333334,,,,,4.0,,,,,,1671.0,
2021-11-06,,,,,,3.0,,,,,,2409.0,
2021-11-07,,,,,,,,,,,,105.0,
2021-11-08,9.184444444444445,,,,,2.0,,,,,,932.0,
2021-11-09,6.936388888888889,,,,,3.0,,,,,,2646.0,
2021-11-10,7.946111111111111,,,,,4.0,,,,,,1522.0,
2021-11-11,7.754166666666666,,,,,6.0,,,,,,8977.0,
2021-11-12,8.528611111111111,,,,,5.0,,,,,,3349.0,
2021-11-13,,,,,,2.0,,,,,,801.0,
2021-11-14,,,,,,2.0,,,,,,759.0,
2021-11-15,8.136111111111111,,,,,6.0,,,,,,7222.0,
2021-11-16,5.634722222222222,,,,,4.0,,,,,,6330.0,
2021-11-17,6.6658333333333335,,,,,2.0,,,,,,2349.0,
2021-11-18,8.435833333333333,,,,,9.0,,,,,,4176.0,
2021-11-19,8.24611111111111,,,,,,,,,,,1756.0,
2021-11-20,,,,,,18.0,,,,,,8593.0,
2021-11-21,,,,,,9.0,,,,,,4633.0,
2021-11-22,9.250555555555556,,,,,7.0,,,,,,1816.0,
2021-11-23,9.005,,,,,8.0,,,,,,3023.0,
2021-11-24,7.663055555555555,,,,,8.0,,,,,,7947.0,
2021-11-25,9.250555555555556,,,,,4.0,,,,,,8273.0,
2021-11-26,7.618333333333333,,,,,25.0,,,,,,8129.0,
2021-11-27,,,,,,15.0,,,,,,3924.0,
2021-11-28,,,,,,1.0,,,,,,258.0,
2021-11-29,0.07,,,,,8.0,,,,,,7960.0,
2021-11-30,5.436388888888889,,,,,3.0,,,,,,13249.0,
2021-12-01,8.288333333333334,,,,,3.0,,,,,,5030.0,
2021-12-02,6.904722222222222,,,,,8.0,,,,,,10404.0,
2021-12-03,7.379166666666666,,,,,13.0,,,,,,10932.0,
2021-12-04,,,,,,8.0,,,,,,15650.0,
2021-12-05,,,,,,5.0,,,,,,7762.0,
2021-12-06,8.940555555555555,,,,,6.0,,,,,,8890.0,
2021-12-07,8.3825,,,,,5.0,,,,,,4782.0,
2021-12-08,8.473611111111111,,,,,3.0,,,,,,2710.0,
2021-12-09,9.128055555555555,,,,,2.0,,,,,,5212.0,
2021-12-10,8.603333333333333,,,,,28.0,,,,,,4976.0,
2021-12-11,,,,,,37.0,,,,,,12263.0,
2021-12-12,,,,,,7.0,,,,,,4903.0,
2021-12-13,8.428333333333333,,,,,6.0,,,,,,1788.0,
2021-12-14,8.259722222222223,,,,,4.0,,,,,,4514.0,
2021-12-15,6.6075,,,,,4.0,,,,,,2157.0,
2021-12-16,8.291944444444445,,,,,3.0,,,,,,6699.0,
2021-12-17,3.537777777777778,,,,,10.0,,,,,,7260.0,
2021-12-18,,,,,,18.0,,,,,,5308.0,
2021-12-19,,,,,,5.0,,,,,,2022.0,
2021-12-20,8.301666666666666,,,,,7.0,,,,,,1484.0,
2021-12-21,7.955555555555556,,,,,8.0,,,,,,4129.0,
2021-12-22,6.986111111111111,,,,,9.0,,,,,,4964.0,
2021-12-23,8.5,,,,,5.0,,,,,,3622.0,
2021-12-24,6.601666666666667,,,,,5.0,,,,,,6124.0,
2021-12-25,,,,,,6.0,,,,,,1981.0,
2021-12-26,,,,,,14.0,,,,,,2945.0,
2021-12-27,8.5,,,,,10.0,,,,,,5046.0,
2021-12-28,5.5536111111111115,,,,,5.0,,,,,,4529.0,
2021-12-29,7.657222222222222,,,,,4.0,,,,,,4410.0,
2021-12-30,4.073055555555555,,,,,6.0,,,,,,2768.0,
2021-12-31,6.808888888888889,,,,,9.0,,,,,,3093.0,
2022-01-01,,,,,,6.0,,,,,,3559.0,
2022-01-02,,,,,,3.0,,,,,,625.0,
2022-01-03,7.948611111111111,,,,,5.0,,,,,,1528.0,
2022-01-04,7.7555555555555555,,,,,9.0,,,,,,2721.0,
2022-01-05,5.880277777777778,,,,,7.0,,,,,,3088.0,
2022-01-06,6.331944444444445,,,,,3.0,,,,,,2232.0,
2022-01-07,8.0,,,,,4.0,,,,,,3364.0,
2022-01-08,,,,,,6.0,,,,,,5009.0,
2022-01-09,,,,,,,,,,,,5645.0,
2022-01-10,8.0,,,,,7.0,,,,,,3589.0,
2022-01-11,8.0,,,,,4.0,,,,,,2627.0,
2022-01-12,5.777777777777778,,,,,3.0,,,,,,948.0,
2022-01-13,7.480833333333333,,,,,8.0,,,,,,6422.0,
2022-01-14,8.000555555555556,,,,,6.0,,,,,,1538.0,
2022-01-15,,,,,,12.0,,,,,,9269.0,
2022-01-16,,,,,,9.0,,,,,,4648.0,
2022-01-17,7.215,,,,,7.0,,,,,,7523.0,
2022-01-18,7.286666666666667,,,,,8.0,,,,,,6760.0,
2022-01-19,7.246388888888889,,,,,3.0,,,,,,4510.0,
2022-01-20,5.993888888888889,,,,,3.0,,,,,,1037.0,
2022-01-21,7.080277777777778,,,,,4.0,,,,,,793.0,
2022-01-22,,,,,,3.0,,,,,,515.0,
2022-01-23,,,,,,1.0,,,,,,175.0,
2022-01-24,7.823888888888889,,,,,5.0,,,,,,1060.0,
2022-01-25,7.445277777777778,,,,,2.0,,,,,,1562.0,
2022-01-26,4.533611111111111,,,,,5.0,,,,,,2675.0,
2022-01-27,8.000555555555556,,,,,7.0,,,,,,8009.0,
2022-01-28,8.0,,,,,14.0,,,,,,2834.0,
2022-01-29,,,,,,4.0,,,,,,4556.0,
2022-01-30,,,,,,18.0,,,,,,3044.0,
2022-01-31,7.644722222222223,,,,,6.0,,,,,,1879.0,
2022-02-01,3.8880555555555554,,,,,4.0,,,,,,2687.0,
2022-02-02,7.3,,,,,9.0,,,,,,2755.0,
2022-02-03,7.753333333333333,,,,,1.0,,,,,,2346.0,
2022-02-04,8.000555555555556,,,,,2.0,,,,,,1870.0,
2022-02-05,,,,,,35.0,,,,,,9931.0,
2022-02-06,,,,,,9.0,,,,,,3048.0,
2022-02-07,8.0,,,,,2.0,,,,,,1299.0,
2022-02-08,6.293611111111111,,,,,2.0,,,,,,3439.0,
2022-02-09,6.461666666666667,,,,,4.0,,,,,,3614.0,
2022-02-10,4.925833333333333,,,,,7.0,,,,,,8205.0,
2022-02-11,7.724444444444444,,,,,5.0,,,,,,4020.0,
2022-02-12,,,,,,7.0,,,,,,5453.0,
2022-02-13,,,,,,12.0,,,,,,9718.0,
2022-02-14,5.766666666666667,,,,,5.0,,,,,,4324.0,
2022-02-15,6.548333333333333,,,,,1.0,,,,,,984.0,
2022-02-16,4.758611111111111,,,,,4.0,,,,,,1217.0,
2022-02-17,6.376666666666667,,,,,6.0,,,,,,10623.0,
2022-02-18,4.8125,,,,,6.0,,,,,,5349.0,
2022-02-19,,,,,,3.0,,,,,,8864.0,
2022-02-20,,,,,,11.0,,,,,,10070.0,
2022-02-21,8.0,,,,,4.0,,,,,,5501.0,
2022-02-22,8.000555555555556,,,,,3.0,,,,,,2840.0,
2022-02-23,7.32,,,,,2.0,,,,,,1542.0,
2022-02-24,7.0125,,,,,3.0,,,,,,1385.0,
2022-02-25,6.490277777777778,,,,,2.0,,,,,,3757.0,
2022-02-26,,,,,,9.0,,,,,,5196.0,
2022-02-27,,,,,,17.0,,,,,,11161.0,
2022-02-28,8.000555555555556,,,,,1.0,,,,,,2508.0,
2022-03-01,7.671666666666667,,,,,2.0,,,,,,1648.0,
2022-03-02,7.185833333333333,,,,,3.0,,,,,,1470.0,
2022-03-03,8.000277777777777,,,,,3.0,,,,,,3697.0,
2022-03-04,7.3869444444444445,,,,,1.0,,,,,,1846.0,
2022-03-05,,,,,,7.0,,,,,,4868.0,
2022-03-06,,,,,,1.0,,,,,,2806.0,
2022-03-07,8.0,,,,,9.0,,,,,,15429.0,
2022-03-08,8.0,,,,,10.0,,,,,,12609.0,
2022-03-09,8.0,,,,,5.0,,,,,,6020.0,
2022-03-10,6.600833333333333,,,,,2.0,,,,,,7090.0,
2022-03-11,6.7925,,,,,10.0,,,,,,2774.0,
2022-03-12,,,,,,25.0,,,,,,9632.0,
2022-03-13,,,,,,10.0,,,,,,10411.0,
2022-03-14,7.77,,,,,2.0,,,,,,2316.0,
2022-03-15,7.785277777777778,,,,,2.0,,,,,,2290.0,
2022-03-16,7.919444444444444,,,,,5.0,,,,,,3874.0,
2022-03-17,7.858888888888889,,,,,6.0,,,,,,4786.0,
2022-03-18,7.053055555555556,,,,,3.0,,,,,,2396.0,
2022-03-19,,,,,,3.0,,,,,,5664.0,
2022-03-20,,,,,,2.0,,,,,,2123.0,
2022-03-21,8.0,,,,,1.0,,,,,,595.0,
2022-03-22,4.759722222222222,,,,,5.0,,,,,,4128.0,
2022-03-23,4.548333333333333,,,,,6.0,,,,,,5406.0,
2022-03-24,5.685833333333333,,,,,4.0,,,,,,3817.0,
2022-03-25,3.8202777777777777,,,,,4.0,,,,,,3291.0,
2022-03-26,,,,,,3.0,,,,,,7528.0,
2022-03-27,,,,,,5.0,,,,,,10275.0,
2022-03-28,8.000277777777777,,,,,2.0,,,,,,5986.0,
2022-03-29,6.918333333333333,,,,,4.0,,,,,,2572.0,
2022-03-30,5.542777777777777,,,,,9.0,,,,,,9493.0,
2022-03-31,7.3180555555555555,,,,,7.0,,,,,,4264.0,
2022-04-01,6.615277777777778,,,,,11.0,,,,,,4519.0,
2022-04-02,,,,,,13.0,,,,,,11646.0,
2022-04-03,,,,,,22.0,,,,,,13144.0,
2022-04-04,6.834444444444444,,,,,4.0,,,,,,2908.0,
2022-04-05,5.297777777777778,,,,,3.0,,,,,,3540.0,
2022-04-06,5.689722222222223,,,,,3.0,,,,,,2292.0,
2022-04-07,6.218333333333334,,,,,3.0,,,,,,1816.0,
2022-04-08,5.153888888888889,,,,,9.0,,,,,,5877.0,
2022-04-09,,,,,,22.0,,,,,,5704.0,
2022-04-10,,,,,,81.0,,,,,,13619.0,
2022-04-11,8.0,,,,,40.0,,,,,,6996.0,
2022-04-12,6.199722222222222,,,,,,,,,,,8397.0,
2022-04-13,7.414166666666667,,,,,,,,,,,5275.0,
2022-04-14,6.325555555555556,,,,,,,,,,,4496.0,
2022-04-15,5.4225,,,,,,,,,,,7848.0,
2022-04-16,,,,,,2.0,,,,,,7167.0,
2022-04-17,,,,,,5.0,,,,,,7297.0,
2022-04-18,7.346111111111111,,,,,3.0,,,,,,1875.0,
2022-04-19,7.350833333333333,,,,,2.0,,,,,,3478.0,
2022-04-20,7.828333333333333,,,,,4.0,,,,,,4601.0,
2022-04-21,5.855,,,,,24.0,,,,,,5934.0,
2022-04-22,7.464166666666666,,,,,8.0,,,,,,2902.0,
2022-04-23,,,,,,5.0,,,,,,6670.0,
2022-04-24,,,,,,10.0,,,,,,6328.0,
2022-04-25,6.841944444444445,,,,,3.0,,,,,,6026.0,
2022-04-26,6.573333333333333,,,,,2.0,,,,,,3273.0,
2022-04-27,6.746388888888889,,,,,5.0,,,,,,4065.0,
2022-04-28,7.763888888888889,,,,,3.0,,,,,,3444.0,
2022-04-29,7.373888888888889,,,,,4.0,,,,,,4166.0,
2022-04-30,,,,,,3.0,,,,,,7647.0,
2022-05-01,,,,,,14.0,,,,,,5972.0,
2022-05-02,7.0825,,,,,3.0,,,,,,1763.0,
2022-05-03,8.072222222222223,,,,,2.0,,,,,,2727.0,
2022-05-04,5.679444444444444,,,,,5.0,,,,,,4516.0,
2022-05-05,6.1386111111111115,,,,,4.0,,,,,,3628.0,
2022-05-06,5.435833333333333,,,,,8.0,,,,,,3102.0,
2022-05-07,,,,,,17.0,,,,,,5068.0,
2022-05-08,,,,,,5.0,,,,,,6960.0,
2022-05-09,6.424722222222222,,,,,11.0,,,,,,3410.0,
2022-05-10,4.8405555555555555,,,,,6.0,,,,,,3214.0,
2022-05-11,6.354722222222223,,,,,3.0,,,,,,2629.0,
2022-05-12,7.98,,,,,3.0,,,,,,3311.0,
2022-05-13,7.252222222222223,,,,,7.0,,,,,,4267.0,
2022-05-14,,,,,,11.0,,,,,,8840.0,
2022-05-15,,,,,,6.0,,,,,,6947.0,
2022-05-16,7.777777777777778,,,,,6.0,,,,,,7293.0,
2022-05-17,4.977222222222222,,,,,7.0,,,,,,6509.0,
2022-05-18,6.194444444444445,,,,,4.0,,,,,,5961.0,
2022-05-19,5.935833333333333,,,,,2.0,,,,,,3953.0,
2022-05-20,6.793888888888889,,,,,7.0,,,,,,5506.0,
2022-05-21,,,,,,7.0,,,,,,9954.0,
2022-05-22,,,,,,7.0,,,,,,5106.0,
2022-05-23,5.888333333333334,,,,,7.0,,,,,,5819.0,
2022-05-24,5.681111111111111,,,,,9.0,,,,,,7542.0,
2022-05-25,5.429166666666666,,,,,7.0,,,,,,6260.0,
2022-05-26,,,,,,20.0,,,,,,13175.0,
2022-05-27,7.2283333333333335,,,,,40.0,,,,,,16449.0,
2022-05-28,,,,,,5.0,,,,,,9318.0,
2022-05-29,,,,,,51.0,,,,,,10418.0,
2022-05-30,9.425277777777778,,,,,16.0,,,,,,12635.0,
2022-05-31,,,,,,162.0,,,,,,23174.0,
2022-06-01,11.656666666666666,,,,,5.0,,,,,,11576.0,
2022-06-02,,,,,,3.0,,,,,,8228.0,
2022-06-03,7.320555555555556,,,,,5.0,,,,,,6545.0,
2022-06-04,,,,,,10.0,,,,,,8415.0,
2022-06-05,,,,,,15.0,,,,,,7956.0,
2022-06-06,7.711388888888889,,,,,7.0,,,,,,2462.0,
2022-06-07,7.1786111111111115,,,,,7.0,,,,,,2524.0,
2022-06-08,6.870277777777778,,,,,2.0,,,,,,893.0,
2022-06-09,6.7716666666666665,,,,,5.0,,,,,,4195.0,
2022-06-10,5.851666666666667,,,,,5.0,,,,,,6012.0,
2022-06-11,,,,,,6.0,,,,,,6421.0,
2022-06-12,,,,,,8.0,,,,,,4820.0,
2022-06-13,5.605,,,,,5.0,,,,,,5795.0,
2022-06-14,7.344166666666666,,,,,4.0,,,,,,4873.0,
2022-06-15,5.596111111111111,,,,,5.0,,,,,,1664.0,
2022-06-16,6.608055555555556,,,,,5.0,,,,,,4638.0,
2022-06-17,2.8088888888888888,,,,,10.0,,,,,,5939.0,
2022-06-18,,,,,,2.0,,,,,,1279.0,
2022-06-19,,,,,,13.0,,,,,,9014.0,
2022-06-20,7.891944444444444,,,,,3.0,,,,,,2815.0,
2022-06-21,5.971666666666667,368.951,12.0,68.0,953.049,5.0,108.0,0.94,,,66.0,7820.0,
2022-06-22,7.061944444444444,782.961,60.0,140.0,2019.338,15.0,120.583,0.94,,13.5,61.0,9008.0,
2022-06-23,6.1194444444444445,839.394,75.0,135.0,1957.888,21.0,132.0,0.91,,13.44186046511628,63.0,12328.0,
2022-06-24,15.44111111111111,877.641,64.0,206.0,1950.251,25.0,140.0,0.93,,11.777777777777779,59.0,14923.0,
2022-06-25,,700.816,29.0,177.0,1983.402,14.0,154.0,0.94,,14.5,56.0,15212.0,
2022-06-26,17.624166666666667,709.211,30.0,226.0,2004.811,29.0,100.0,0.94,,12.977777777777778,60.0,16264.0,
2022-06-27,13.771944444444445,566.475,21.0,138.0,1980.787,18.0,121.0,0.92,,12.722222222222221,55.0,11799.0,
2022-06-28,15.04138888888889,713.615,57.0,130.0,1992.009,17.0,111.0,0.91,,12.66,56.0,17142.0,
2022-06-29,15.1375,1180.339,176.0,176.0,1989.22,9.0,117.0,0.94,,12.784313725490197,58.0,8328.0,
2022-06-30,16.613888888888887,914.38,108.0,229.0,1990.251,22.0,112.0,0.92,,12.557692307692308,57.0,29074.0,
2022-07-01,13.77361111111111,1061.541,150.0,224.0,1923.152,22.0,137.0,0.92,,13.27659574468085,58.0,27728.0,
2022-07-02,6.0,989.793,109.0,198.0,1983.909,39.0,100.0,0.92,,15.6,52.0,21224.0,
2022-07-03,13.5075,942.066,95.0,179.0,1968.338,38.0,113.809,0.94,,12.676470588235293,54.0,15866.0,
2022-07-04,16.669722222222223,526.047,14.0,148.0,1927.782,23.0,154.0,0.93,,13.088709677419354,56.0,13563.0,
2022-07-05,10.718333333333334,527.464,12.0,110.0,1965.504,16.0,100.0,0.91,,13.182926829268293,57.0,7905.0,
2022-07-06,13.158888888888889,582.227,38.0,121.0,1956.459,41.0,109.0,0.92,,13.3046875,61.0,11260.0,
2022-07-07,13.926388888888889,583.25,18.0,146.0,2004.909,22.0,95.0,0.92,,12.62,60.0,9945.0,
2022-07-08,16.20111111111111,419.227,13.0,77.0,1889.527,8.0,115.0,0.93,,13.125,61.0,7046.0,
2022-07-09,14.491944444444444,887.994,43.0,188.0,1885.326,17.0,161.0,0.92,,13.844262295081966,58.0,16938.0,
2022-07-10,14.124166666666667,373.00600000000003,18.0,86.0,1835.333,28.0,121.0,0.92,,13.225,62.0,10370.0,
2022-07-11,12.546388888888888,552.484,11.0,115.0,1990.391,11.0,151.0,0.95,,13.02127659574468,59.0,8894.0,
2022-07-12,9.782222222222222,781.238,52.0,123.0,1962.877,16.0,143.876,0.95,,13.11111111111111,59.0,8059.0,
