date,sleep_h,active_cal,exercise_h,stand_h,basal_cal,flights,max_hr,min_o2,activity_mets,avg_rr,avg_resting_hr,steps,daylight_h
2023-04-09,2.075,507.032,25.0,149.0,1879.18,20.0,106.0,0.94,,13.884615384615385,54.0,16748.0,
2023-04-10,23.225277777777777,477.64,19.0,121.0,1880.031,7.0,104.0,0.9,,13.159574468085106,57.0,11796.0,
2023-04-11,23.433333333333334,887.353,79.0,191.0,1983.008,3.0,176.0,0.93,,12.634146341463415,59.0,13588.0,
2023-04-12,17.900277777777777,743.436,59.0,161.0,1997.641,10.0,113.0,0.9,,12.68918918918919,60.0,20902.0,
2023-04-13,23.02638888888889,503.68399999999997,18.0,117.0,1919.615,6.0,125.0,0.92,,12.307692307692308,64.0,8436.0,
2023-04-14,9.074722222222222,639.952,11.0,187.0,2050.392,2.0,103.0,,,,61.0,15960.0,
2023-04-15,,882.192,73.0,257.0,1984.757,17.0,111.0,0.89,,,58.0,21262.0,
2023-04-16,1.775,935.214,90.0,240.0,1938.182,11.0,120.126,0.92,,13.666666666666666,59.0,15619.0,
2023-04-17,25.134166666666665,677.982,29.0,140.0,2008.618,4.0,125.0,0.86,,12.808510638297872,62.0,11992.0,
2023-04-18,9.25,427.376,29.0,101.0,1875.3129999999999,5.0,123.0,0.9,,13.25,60.0,7878.0,
2023-04-19,25.35611111111111,613.405,38.0,126.0,1957.164,6.0,108.0,0.86,,12.68,58.0,14589.0,
2023-04-20,22.123055555555556,496.86,3.0,139.0,1957.936,3.0,150.0,,,12.963414634146341,60.0,10903.0,
2023-04-21,8.268611111111111,770.705,80.0,137.0,1917.0829999999999,5.0,146.0,0.95,,,61.0,9444.0,
2023-04-22,,857.756,109.0,209.0,1950.868,7.0,137.0,,,,57.0,17338.0,
2023-04-23,0.7583333333333333,650.842,25.0,292.0,1979.199,19.0,114.0,0.95,,13.666666666666666,53.0,11762.0,
2023-04-24,25.62611111111111,615.582,12.0,139.0,1985.306,5.0,126.0,0.87,,12.959183673469388,54.0,15394.0,
2023-04-25,8.537777777777778,386.663,1.0,131.0,1920.931,3.0,93.0,0.93,,12.214285714285714,58.0,10465.0,
2023-04-26,19.763333333333332,694.187,60.0,138.0,1957.391,4.0,96.0,0.83,,12.545454545454545,53.0,17564.0,
2023-04-27,23.424722222222222,465.808,4.0,91.0,1940.21,8.0,101.0,0.88,,12.625,56.0,9442.0,
2023-04-28,22.58111111111111,475.154,10.0,89.0,1960.436,6.0,90.0,0.9,,11.972222222222221,59.0,8172.0,
2023-04-29,,664.589,38.0,302.0,1855.701,19.0,119.0,0.92,,,54.0,18512.0,
2023-04-30,0.8666666666666667,372.627,8.0,86.0,1952.435,11.0,109.0,0.92,,13.4,59.0,5151.0,
2023-05-01,21.44472222222222,661.68,23.0,178.0,1972.911,13.0,97.0,0.91,,13.151162790697674,52.0,13899.0,
2023-05-02,23.9775,667.125,40.0,168.0,1968.116,8.0,127.0,0.86,,12.588888888888889,60.0,12539.0,
2023-05-03,22.5175,634.703,25.0,137.0,1982.276,10.0,109.0,0.95,,12.825,58.0,16032.0,
2023-05-04,21.023888888888887,513.909,14.0,117.0,1999.214,7.0,168.0,0.89,,12.892857142857142,58.0,10609.0,
2023-05-05,17.58277777777778,664.915,36.0,157.0,2002.901,39.0,95.0,0.93,,12.483333333333333,,18196.0,
2023-05-06,13.4,515.097,26.0,73.0,1956.445,25.0,114.0,0.91,,13.16304347826087,59.5,10571.0,
2023-05-07,13.625,606.434,27.0,114.0,2001.868,16.0,122.0,0.94,,12.73404255319149,53.0,12478.0,
2023-05-08,22.023611111111112,724.275,23.0,191.0,2046.108,19.0,111.0,0.91,,12.822222222222223,,15454.0,
2023-05-09,20.744444444444444,666.9929999999999,25.0,134.0,2045.313,15.0,103.0,0.94,,12.857142857142858,63.5,14203.0,
2023-05-10,19.658333333333335,703.732,34.0,118.0,2050.775,21.0,112.0,0.92,,13.170731707317072,63.0,13745.0,
2023-05-11,21.819444444444443,611.376,21.0,118.0,2012.792,13.0,122.0,0.92,,12.261904761904763,54.0,13249.0,
2023-05-12,21.041944444444443,524.06,27.0,99.0,1951.91,5.0,114.0,0.95,,13.11111111111111,59.0,11791.0,
2023-05-13,,1468.975,178.0,337.0,1975.7379999999998,9.0,150.0,0.98,,,53.0,27650.0,
2023-05-14,,1157.527,158.0,280.0,1913.369,17.0,108.778,0.93,,,64.0,20644.0,
2023-05-15,10.138333333333334,590.9399999999999,50.0,137.0,2003.046,14.0,98.0,0.93,,12.055555555555555,57.0,15825.0,
2023-05-16,24.41611111111111,695.16,65.0,104.0,1972.982,4.0,101.015,0.92,,12.13953488372093,54.0,8664.0,
2023-05-17,24.705833333333334,533.025,25.0,95.0,1983.601,8.0,106.0,0.9,,12.03,59.0,9670.0,
2023-05-18,22.039166666666667,384.425,16.0,87.0,1896.748,6.0,118.0,0.92,,12.0,61.0,8320.0,
2023-05-19,19.091666666666665,358.466,13.0,84.0,1820.777,7.0,95.0,0.92,,11.54054054054054,57.0,7908.0,
2023-05-20,,976.448,117.0,270.0,2000.181,9.0,125.0,0.96,,,63.0,17725.0,
2023-05-21,14.85,203.747,4.0,49.0,1804.162,7.0,110.0,0.9,,12.510204081632653,52.0,6580.0,
2023-05-22,22.29888888888889,487.414,17.0,122.0,1935.902,15.0,110.0,0.93,,12.68421052631579,58.0,12091.0,
2023-05-23,22.155833333333334,505.398,11.0,104.0,1977.994,12.0,115.0,0.92,,12.522727272727273,63.0,10653.0,
2023-05-24,19.952222222222222,896.375,61.0,272.0,2001.886,25.0,112.0,0.9,,12.273809523809524,58.0,25615.0,
2023-05-25,25.233055555555556,280.975,7.0,95.0,1814.809,9.0,122.0,0.94,,12.074468085106384,53.0,8595.0,
2023-05-26,22.213333333333335,737.445,46.0,202.0,1980.698,25.0,132.0,0.92,,12.833333333333334,55.0,16644.0,
2023-05-27,13.241666666666667,640.047,9.0,187.0,2018.455,11.0,119.0,0.89,,12.597222222222221,60.0,12574.0,
2023-05-28,,543.745,13.0,177.0,1956.239,17.0,103.0,0.9,,,53.0,9972.0,
2023-05-29,9.086388888888889,792.473,101.0,171.0,1896.316,6.0,117.926,,,,55.0,7456.0,
2023-05-30,9.258611111111112,572.928,14.0,111.0,2079.767,5.0,123.0,,,13.5,58.0,11385.0,
2023-05-31,24.836944444444445,145.519,8.0,26.0,1775.977,10.0,162.0,0.9,,12.304347826086957,57.0,4059.0,
2023-06-01,22.933055555555555,512.911,16.0,116.0,1990.646,18.0,109.0,0.9,,12.64423076923077,58.0,9799.0,
2023-06-02,21.64388888888889,539.109,17.0,138.0,1976.593,10.0,110.0,0.91,,12.578947368421053,59.0,13988.0,
2023-06-03,,611.684,14.0,267.0,1970.625,8.0,109.0,0.89,,,52.0,11224.0,
2023-06-04,1.4583333333333333,597.474,17.0,274.0,1959.24,11.0,96.0,0.9,,12.928571428571429,55.0,10568.0,
2023-06-05,23.023055555555555,717.858,63.0,147.0,1984.357,9.0,112.0,0.9,,12.341463414634147,56.0,21163.0,
2023-06-06,21.81888888888889,654.258,36.0,228.0,1890.711,13.0,182.0,0.91,,12.727272727272727,58.0,16138.0,
2023-06-07,21.40138888888889,532.381,9.0,73.0,2097.418,8.0,104.0,0.91,,12.583333333333334,56.0,6349.0,
2023-06-08,22.2625,625.205,59.0,100.0,1914.9569999999999,14.0,101.0,0.92,,12.925,58.0,18380.0,
2023-06-09,20.231944444444444,681.986,23.0,308.0,2011.8129999999999,9.0,110.0,0.94,,12.914634146341463,57.0,14337.0,
2023-06-10,,770.76,50.0,288.0,1913.311,13.0,108.0,0.89,,,52.0,16264.0,
2023-06-11,0.7083333333333334,566.851,22.0,218.0,2006.75,18.0,123.0,0.93,,13.25,62.0,13962.0,
2023-06-12,23.221666666666668,1186.102,77.0,493.0,1965.8029999999999,40.0,149.0,0.86,,12.854166666666666,56.0,30923.0,
2023-06-13,20.055555555555557,1047.395,72.0,397.0,2096.528,61.0,124.0,0.91,,12.61111111111111,67.0,29445.0,
2023-06-14,9.197222222222223,493.013,13.0,123.0,1947.2,7.0,166.0,0.91,,13.0,53.0,9409.0,
2023-06-15,21.988611111111112,477.269,12.0,123.0,1981.277,9.0,103.0,0.93,,12.772727272727273,52.0,8670.0,
2023-06-16,8.266944444444444,773.096,88.0,278.0,1929.665,35.0,137.0,0.94,,,55.0,27752.0,
2023-06-17,,480.981,34.0,131.0,1812.389,4.0,162.0,0.95,,,59.0,13033.0,
2023-06-18,,532.234,33.0,187.0,1861.046,26.0,120.0,0.89,,,48.0,13355.0,
2023-06-19,11.278888888888888,359.42,14.0,81.0,1925.28,11.0,116.0,0.92,,13.11111111111111,54.0,7567.0,
2023-06-20,23.849444444444444,482.188,9.0,83.0,2000.864,11.0,106.0,0.93,,12.55,59.0,7083.0,
2023-06-21,23.203333333333333,502.263,14.0,85.0,1962.98,14.0,100.0,0.89,,12.787234042553191,58.0,8425.0,
2023-06-22,17.444166666666668,496.993,9.0,98.0,2043.852,14.0,94.0,0.91,,12.7,61.0,7420.0,
2023-06-23,19.441388888888888,552.019,6.0,156.0,1973.011,10.0,108.0,0.92,,12.723684210526315,57.0,11757.0,
2023-06-24,,685.505,56.0,159.0,1987.82,16.0,125.0,0.9,,,52.0,13818.0,
2023-06-25,1.45,601.317,49.0,110.0,1948.963,5.0,119.0,0.88,,12.444444444444445,53.0,6939.0,
2023-06-26,25.595833333333335,661.017,16.0,215.0,2003.546,9.0,134.0,0.94,,12.346938775510203,62.0,17947.0,
2023-06-27,16.66027777777778,602.643,11.0,128.0,2034.351,7.0,107.0,0.95,,12.818181818181818,58.0,12732.0,
2023-06-28,8.838333333333333,455.875,4.0,120.0,1915.79,7.0,96.0,,,,58.0,12381.0,
2023-06-29,9.07611111111111,440.582,13.0,88.0,2054.948,4.0,110.0,0.91,,13.142857142857142,58.0,10014.0,
2023-06-30,22.459722222222222,1025.674,106.0,194.0,2045.076,14.0,164.0,0.9,,12.512195121951219,65.0,13988.0,
2023-07-01,,714.46,65.0,165.0,1950.068,1.0,118.0,0.92,,,54.0,21837.0,
2023-07-02,16.591666666666665,139.022,6.0,22.0,1796.5149999999999,9.0,92.0,0.94,,12.720338983050848,56.0,5302.0,
2023-07-03,26.19,685.492,62.0,168.0,1942.517,7.0,126.0,0.91,,12.97,59.0,13652.0,
2023-07-04,21.998055555555556,696.2139999999999,38.0,188.0,1995.94,20.0,129.0,0.9,,12.566666666666666,59.0,12349.0,
2023-07-05,21.370833333333334,494.295,10.0,104.0,2004.857,12.0,155.0,0.9,,12.934782608695652,55.0,10251.0,
2023-07-06,24.593055555555555,485.009,5.0,105.0,1935.174,10.0,97.0,0.91,,12.488888888888889,55.0,9237.0,
2023-07-07,7.631666666666667,525.183,13.0,130.0,2014.504,14.0,114.0,0.95,,,57.0,7742.0,
2023-07-08,,419.956,15.0,123.0,1898.581,12.0,140.0,0.92,,,50.0,9768.0,
2023-07-09,0.675,393.39300000000003,8.0,79.0,1935.769,3.0,111.0,0.92,,13.1,58.0,6597.0,
2023-07-10,23.413333333333334,488.138,19.0,76.0,1996.28,13.0,99.0,0.93,,12.829787234042554,57.0,8543.0,
2023-07-11,22.63083333333333,516.799,25.0,111.0,1890.935,12.0,126.0,0.86,,13.135135135135135,62.0,10319.0,
2023-07-12,25.584722222222222,284.58299999999997,3.0,54.0,1895.926,6.0,101.0,0.9,,13.16,65.0,6279.0,
2023-07-13,7.665,476.687,4.0,86.0,1998.422,6.0,107.0,0.95,,12.583333333333334,57.0,7535.0,
2023-07-14,25.50583333333333,454.694,15.0,94.0,2012.114,16.0,144.0,0.9,,12.425531914893616,59.0,9406.0,
2023-07-15,,664.358,26.0,209.0,2192.284,16.0,127.0,,,,59.0,19002.0,
2023-07-16,1.3416666666666666,336.815,20.0,84.0,3438.553,13.0,121.0,0.9,,13.416666666666666,56.0,6152.0,
2023-07-17,25.483333333333334,509.078,29.0,138.0,3279.544,10.0,112.0,0.94,,12.96875,58.0,13033.0,
2023-07-18,9.122777777777777,541.586,23.0,90.0,3509.129,3.0,96.0,0.95,,15.222222222222221,58.0,3815.0,
2023-07-19,25.00027777777778,496.606,8.0,81.0,3531.351,11.0,88.0,0.93,,12.955555555555556,57.0,4565.0,
2023-07-20,25.766666666666666,489.176,13.0,75.0,2899.364,14.0,170.0,0.95,,13.084745762711865,56.0,5679.0,
2023-07-21,23.740555555555556,192.512,1.0,24.0,3360.563,26.0,89.0,0.92,,12.9,58.0,13496.0,
2023-07-22,,1002.682,67.0,151.0,3102.576,17.0,121.257,0.88,,,51.0,8618.0,
2023-07-23,,399.33,11.0,91.0,1945.47,10.0,117.0,0.92,,8.0,53.0,5924.0,
2023-07-24,25.256666666666668,463.337,7.0,110.0,1937.549,10.0,93.0,0.91,,12.63,55.0,4704.0,
2023-07-25,21.801944444444445,463.33299999999997,8.0,72.0,2039.712,7.0,110.0,0.88,,12.895348837209303,58.0,5206.0,
2023-07-26,26.8725,627.578,34.0,137.0,2015.651,10.0,120.267,0.93,,12.615384615384615,54.0,8411.0,
2023-07-27,28.291666666666668,928.153,62.0,121.0,1998.521,10.0,120.732,0.91,,13.370689655172415,53.0,5011.0,
2023-07-28,27.733333333333334,703.4159999999999,48.0,192.0,2772.833,17.0,154.0,0.92,,13.0,54.0,10700.0,
2023-07-29,,827.388,65.0,195.0,2705.489,27.0,114.0,,,,60.0,20543.0,
2023-07-30,0.2619444444444444,432.992,27.0,116.0,1840.163,10.0,113.0,0.94,,,52.0,11988.0,
2023-07-31,24.6675,702.191,28.0,176.0,2041.404,11.0,102.0,0.89,,13.07843137254902,53.0,16891.0,
2023-08-01,24.696944444444444,828.475,55.0,155.0,1988.853,23.0,134.0,0.92,,13.127906976744185,56.0,14377.0,
2023-08-02,23.471944444444443,1202.074,80.0,269.0,2128.954,61.0,136.0,0.94,,13.042553191489361,63.0,30780.0,
2023-08-03,25.944166666666668,310.423,6.0,80.0,1847.9479999999999,1.0,120.0,0.9,,12.64,54.0,12957.0,
2023-08-04,23.20388888888889,633.172,26.0,145.0,2034.208,7.0,118.0,0.93,,12.911764705882353,53.0,14540.0,
2023-08-05,,639.401,29.0,201.0,1976.221,33.0,110.0,0.92,,,52.0,15302.0,
2023-08-06,,498.872,12.0,143.0,1916.175,1.0,93.0,0.98,,,59.0,11306.0,
2023-08-07,22.68,231.919,2.0,87.0,1779.066,,90.0,0.87,,12.825581395348838,63.0,5046.0,
2023-08-08,24.98138888888889,865.775,47.0,157.0,2091.069,17.0,112.0,0.92,,12.184782608695652,54.0,16351.0,
2023-08-09,11.131666666666666,1008.483,48.0,133.0,2115.303,22.0,119.238,,,,61.0,16401.0,
2023-08-10,7.5761111111111115,528.456,14.0,72.0,1999.139,14.0,93.0,0.94,,15.25,56.0,7518.0,
2023-08-11,21.462222222222223,481.399,29.0,63.0,1900.452,18.0,106.747,0.91,,12.658536585365853,60.0,6115.0,
2023-08-12,0.275,1529.855,122.0,179.0,2087.7889999999998,18.0,150.965,0.94,,13.5,54.0,13297.0,
2023-08-13,17.35,2124.918,125.0,205.0,2104.407,7.0,148.966,0.91,,13.194915254237289,57.0,15766.0,
2023-08-14,22.243333333333332,564.881,10.0,129.0,2012.236,10.0,95.0,0.93,,13.1875,59.0,10554.0,
2023-08-15,8.712222222222222,887.769,38.0,124.0,1989.2359999999999,5.0,148.005,0.93,,12.333333333333334,59.0,7353.0,
2023-08-16,23.68638888888889,1735.747,107.0,169.0,2202.093,7.0,132.75,0.92,,13.132075471698114,60.0,19269.0,
2023-08-17,23.014166666666668,467.066,11.0,91.0,1971.614,11.0,105.0,0.89,,12.9375,57.0,6960.0,
2023-08-18,8.873333333333333,1166.63,71.0,203.0,2034.356,8.0,134.0,,,,55.0,15039.0,
2023-08-19,,1627.018,132.0,241.0,2123.8849999999998,13.0,136.0,0.91,,,51.0,17853.0,
2023-08-20,,2114.307,174.0,214.0,2211.086,10.0,130.578,,,,57.0,16221.0,
2023-08-21,22.629444444444445,1141.5520000000001,55.0,166.0,2033.649,17.0,116.0,0.91,,12.95,56.0,19301.0,
2023-08-22,10.106388888888889,1097.115,76.0,160.0,2109.637,7.0,110.24,0.9,,13.055555555555555,58.0,13292.0,
2023-08-23,24.686666666666667,1044.898,58.0,148.0,2033.84,15.0,113.058,0.9,,12.391304347826088,57.0,18617.0,
2023-08-24,24.22388888888889,453.187,8.0,120.0,1962.991,9.0,105.0,0.9,,12.8,54.0,6748.0,
2023-08-25,19.1925,450.343,19.0,112.0,1907.782,11.0,145.0,0.93,,12.985714285714286,51.0,9429.0,
2023-08-26,,895.807,45.0,168.0,2006.425,6.0,138.484,0.9,,,55.0,14589.0,
2023-08-27,1.5166666666666666,1697.184,145.0,210.0,2156.6059999999998,9.0,134.0,0.88,,13.3,52.0,15688.0,
2023-08-28,24.049444444444443,1152.226,61.0,137.0,2055.901,8.0,118.0,0.9,,12.768292682926829,55.0,17519.0,
2023-08-29,20.940555555555555,1091.831,76.0,142.0,2096.405,7.0,155.0,0.92,,12.829268292682928,55.0,10066.0,
2023-08-30,19.840555555555557,545.132,9.0,83.0,2017.759,5.0,99.0,0.86,,12.842105263157896,54.0,6504.0,
2023-08-31,25.234166666666667,344.332,6.0,78.0,1876.84,8.0,100.0,0.88,,12.425925925925926,47.0,7953.0,
2023-09-01,22.766944444444444,1900.1309999999999,143.0,319.0,2198.029,12.0,129.0,0.93,,12.871794871794872,52.0,18034.0,
2023-09-02,,2280.066,176.0,386.0,2262.306,52.0,173.0,0.96,,,59.0,37383.0,
2023-09-03,0.8258333333333333,1003.936,59.0,286.0,2057.019,34.0,102.381,0.9,,13.0,53.0,14594.0,
2023-09-04,20.764722222222222,1313.47,95.0,207.0,2099.139,9.0,114.721,0.9,,12.728260869565217,48.0,8724.0,
2023-09-05,22.701666666666668,449.981,10.0,76.0,1990.153,14.0,92.0,0.89,,12.91304347826087,52.0,6835.0,
2023-09-06,22.690277777777776,539.472,19.0,106.0,1977.475,8.0,113.0,0.91,,12.647058823529411,55.0,11310.0,
2023-09-07,23.115277777777777,897.001,45.0,145.0,2043.919,20.0,110.0,0.89,,12.457446808510639,55.0,17557.0,
2023-09-08,23.69388888888889,454.314,9.0,90.0,1922.091,8.0,89.0,0.88,,12.536585365853659,50.0,7205.0,
2023-09-09,,1301.921,93.0,146.0,2042.684,14.0,129.406,0.92,,,51.0,10870.0,
2023-09-10,1.875,902.393,63.0,133.0,1934.973,13.0,119.239,0.87,,12.61111111111111,52.0,8929.0,
2023-09-11,23.762777777777778,430.715,10.0,71.0,1956.466,4.0,88.0,0.92,,12.630952380952381,55.0,6108.0,
2023-09-12,20.211111111111112,451.5,9.0,98.0,1942.263,8.0,94.0,0.89,,12.478260869565217,57.0,9397.0,
2023-09-13,23.609444444444446,395.169,6.0,68.0,1893.08,5.0,105.0,0.9,,12.709090909090909,55.0,6949.0,
2023-09-14,22.234444444444446,369.152,7.0,77.0,1907.675,8.0,96.0,0.9,,12.837209302325581,56.0,7984.0,
2023-09-15,21.694444444444443,494.86400000000003,10.0,150.0,1945.387,7.0,129.0,0.9,,12.614285714285714,53.0,9676.0,
2023-09-16,,1423.627,95.0,195.0,2113.491,6.0,119.547,0.92,,11.736842105263158,52.0,13836.0,
2023-09-17,,1365.786,113.0,156.0,2008.6209999999999,8.0,127.0,0.91,,,54.0,7477.0,
2023-09-18,21.620555555555555,411.638,10.0,76.0,1948.367,3.0,106.0,0.88,,13.01063829787234,56.0,7525.0,
2023-09-19,23.066666666666666,912.381,50.0,134.0,1992.536,4.0,131.0,0.87,,12.638297872340425,56.0,12818.0,
2023-09-20,23.857222222222223,449.485,9.0,81.0,1938.349,9.0,90.0,0.9,,12.549019607843137,51.0,5937.0,
2023-09-21,24.142222222222223,803.653,40.0,136.0,2030.327,7.0,95.8243,0.94,,12.682692307692308,57.0,16385.0,
2023-09-22,22.089444444444446,534.678,24.0,133.0,2021.885,11.0,105.0,0.93,,13.025641025641026,56.0,12792.0,
2023-09-23,,850.279,84.0,193.0,3273.1569999999997,10.0,123.0,0.89,,,52.0,14045.0,
2023-09-24,15.308333333333334,933.46,67.0,238.0,1943.619,16.0,146.457,0.91,,12.83,54.0,21716.0,
2023-09-25,9.650555555555556,398.216,5.0,53.0,1968.1689999999999,4.0,116.0,,,12.5,54.0,5609.0,
2023-09-26,32.58777777777778,529.27,13.0,113.0,1926.09,5.0,116.0,0.9,254.1,12.670454545454545,50.0,12419.0,
2023-09-27,32.9425,380.001,16.0,76.0,1944.372,4.0,117.0,0.92,1114.0,12.46938775510204,55.0,9718.0,52.0
2023-09-28,31.23,485.088,6.0,52.0,2024.562,6.0,111.0,0.94,1268.9,12.2875,56.0,5665.0,10.0
2023-09-29,27.433611111111112,477.532,15.0,108.0,1969.511,8.0,108.0,0.94,1479.0,12.657894736842104,56.0,12215.0,78.0
2023-09-30,18.075,828.947,85.0,172.0,1859.237,4.0,125.101,0.91,2077.2,12.305084745762711,59.0,10772.0,155.0
2023-10-01,16.066666666666666,703.288,30.0,241.0,1975.33,11.0,138.317,0.92,2816.9,12.489795918367347,60.0,14044.0,204.0
2023-10-02,22.9825,990.058,65.0,259.0,1957.378,61.0,123.0,0.92,3649.7,12.385416666666666,58.0,27872.0,340.0
2023-10-03,32.560833333333335,427.91700000000003,12.0,115.0,1878.4759999999999,10.0,97.0,0.93,1977.6,12.670454545454545,60.0,10415.0,234.0
2023-10-04,22.319166666666668,441.36,7.0,72.0,1982.003,3.0,105.0,0.92,1088.5,12.428571428571429,56.0,6434.0,72.0
2023-10-05,33.516666666666666,600.773,45.0,120.0,1932.321,9.0,112.0,0.94,1573.7,12.677083333333334,58.0,16551.0,118.0
2023-10-06,31.406666666666666,730.075,46.0,134.0,1916.646,22.0,158.0,0.9,2110.8,12.333333333333334,53.0,13943.0,119.0
2023-10-07,13.991666666666667,793.211,81.0,170.0,1937.622,6.0,161.0,0.94,2346.9,13.083333333333334,57.0,14896.0,304.0
2023-10-08,18.633333333333333,572.138,18.0,208.0,1923.741,14.0,131.0,0.89,2764.4,12.732758620689655,57.0,10762.0,223.0
2023-10-09,32.98833333333334,698.9010000000001,33.0,135.0,1942.143,3.0,155.0,0.91,1855.8,12.666666666666666,54.0,7494.0,24.0
2023-10-10,29.8125,520.572,23.0,109.0,2007.185,5.0,99.0,0.92,1428.7,12.7,56.0,7109.0,91.0
2023-10-11,32.5325,649.378,30.0,143.0,2021.324,14.0,145.0,0.94,2095.3,12.461538461538462,55.0,17390.0,127.0
2023-10-12,25.900277777777777,411.218,5.0,87.0,1908.252,5.0,96.0,0.94,1101.3,12.652777777777779,61.0,7329.0,72.0
2023-10-13,17.745277777777776,633.061,44.0,121.0,1975.301,8.0,153.0,0.87,1819.6,,61.0,9822.0,94.0
2023-10-14,14.75,941.126,99.0,190.0,1816.9959999999999,9.0,130.025,0.94,2343.1,12.53191489361702,63.0,11046.0,89.0
2023-10-15,14.24388888888889,547.083,5.0,169.0,1806.4470000000001,5.0,107.0,0.9,2082.1,12.66304347826087,59.0,9223.0,46.0
2023-10-16,18.460277777777776,590.49,15.0,151.0,1982.328,10.0,87.0,0.91,1837.7,11.870967741935484,52.0,9035.0,17.0
2023-10-17,18.641944444444444,163.14600000000002,7.0,45.0,1767.6779999999999,1.0,83.0,0.94,795.5,12.5,60.0,3845.0,34.0
2023-10-18,19.621388888888887,515.624,13.0,118.0,2020.582,7.0,115.0,0.93,1279.8,12.666666666666666,57.0,7600.0,24.0
2023-10-19,22.533333333333335,487.714,7.0,133.0,1948.212,8.0,99.0,0.91,1692.1,12.238636363636363,56.0,6716.0,44.0
2023-10-20,32.89222222222222,573.875,11.0,157.0,2024.172,10.0,98.0,0.93,1728.3,12.73913043478261,56.0,9075.0,16.0
2023-10-21,14.033333333333333,689.096,24.0,202.0,1958.224,13.0,158.0,0.91,2786.0,12.522727272727273,57.0,15051.0,230.0
2023-10-22,1.5891666666666666,723.658,54.0,168.0,2002.84,12.0,153.0,0.88,2182.6,,67.0,7474.0,72.0
2023-10-23,18.16611111111111,533.606,34.0,169.0,1917.526,4.0,102.0,0.93,1828.2,12.716216216216216,57.0,11728.0,169.0
2023-10-24,21.05027777777778,450.08,10.0,75.0,1952.893,7.0,109.0,0.94,1261.0,13.107142857142858,52.0,6730.0,82.0
2023-10-25,22.483888888888888,598.265,47.0,133.0,1953.186,6.0,107.693,0.95,1574.7,12.619047619047619,54.0,9437.0,65.0
2023-10-26,21.58888888888889,662.79,12.0,140.0,2009.247,8.0,103.0,0.93,2306.5,12.1,60.0,12067.0,250.0
2023-10-27,8.58361111111111,649.659,54.0,142.0,1994.327,8.0,116.0,0.95,1760.1,,59.0,10846.0,144.0
2023-10-28,,905.946,92.0,214.0,1981.699,10.0,119.0,0.92,2998.7,12.666666666666666,56.0,15715.0,243.0
2023-10-29,17.15,486.793,19.0,136.0,1947.2259999999999,11.0,99.0,0.87,1730.0,12.764150943396226,54.0,6690.0,138.0
2023-10-30,24.9975,528.576,14.0,107.0,1980.731,16.0,99.0,0.89,2031.2,12.959183673469388,57.0,9209.0,71.0
2023-10-31,26.424166666666668,732.5840000000001,36.0,193.0,1984.289,4.0,125.0,0.86,2294.6,13.018181818181818,58.0,18168.0,
2023-11-01,26.39138888888889,490.318,9.0,110.0,2023.296,5.0,91.0,0.88,1325.2,12.770833333333334,53.0,6844.0,8.0
2023-11-02,23.320833333333333,473.223,6.0,74.0,2017.555,8.0,100.0,0.91,1130.4,12.38,58.0,5378.0,
2023-11-03,22.470833333333335,613.506,16.0,158.0,1975.096,9.0,102.0,0.92,1959.5,12.918604651162791,54.0,13138.0,81.0
2023-11-04,15.2,772.485,18.0,261.0,2050.448,13.0,113.0,0.91,3507.0,12.704545454545455,56.0,18621.0,211.0
2023-11-05,11.183333333333334,1000.775,94.0,190.0,1869.751,7.0,140.0,0.87,2213.1,12.2,56.0,9951.0,72.0
2023-11-06,22.405555555555555,495.389,9.0,82.0,2025.78,3.0,128.0,0.94,1278.9,12.348837209302326,61.0,5218.0,15.0
2023-11-07,20.594444444444445,543.303,3.0,94.0,2127.995,1.0,95.0,0.93,1177.8,12.710526315789474,61.0,5141.0,28.0
2023-11-08,20.947222222222223,925.893,80.0,139.0,1951.657,13.0,156.0,0.95,2001.1,12.416666666666666,64.0,10491.0,84.0
2023-11-09,23.899444444444445,444.256,7.0,58.0,1996.902,8.0,88.0,0.94,1063.1,12.61111111111111,62.0,5208.0,4.0
2023-11-10,21.141944444444444,1237.133,125.0,305.0,1916.634,16.0,131.0,0.94,3481.8,12.671052631578947,55.0,22088.0,305.0
2023-11-11,13.6,1682.862,219.0,397.0,2060.782,24.0,152.0,0.94,4670.4,12.44047619047619,,18737.0,177.0
2023-11-12,20.591666666666665,534.017,22.0,142.0,1901.167,10.0,121.0,0.91,1974.8,12.830769230769231,59.0,11757.0,33.0
2023-11-13,34.151944444444446,557.467,30.0,108.0,1904.324,3.0,142.0,0.89,1664.1,13.01086956521739,53.0,8267.0,39.0
2023-11-14,32.445,485.336,19.0,101.0,1904.765,2.0,150.0,0.93,1361.9,12.987179487179487,58.0,8109.0,34.0
2023-11-15,32.93222222222222,1074.01,108.0,156.0,1926.082,7.0,129.322,0.94,2566.4,12.802083333333334,55.0,12340.0,
2023-11-16,32.99333333333333,656.255,32.0,129.0,2006.31,2.0,114.0,0.91,2060.0,13.427083333333334,61.0,12593.0,66.0
2023-11-17,34.164722222222224,501.81,20.0,104.0,1946.963,3.0,106.0,0.87,1706.7,12.778846153846153,55.0,8890.0,16.0
2023-11-18,18.291666666666668,1011.492,76.0,261.0,1966.902,13.0,141.819,0.94,2525.0,12.866071428571429,56.0,25848.0,151.0
